"","Artists_names","titles","links"
"2573","Fionna Buck","Swirl V (1998)","https://collections.ed.ac.uk/art/record/21674?highlight=*:*"
"2574","Edith Duke","Drawing of Monaghan (1955)","https://collections.ed.ac.uk/art/record/21217?highlight=*:*"
"2575","Alastair Flattely","Toledo (1950)","https://collections.ed.ac.uk/art/record/21374?highlight=*:*"
"2576","Walter Miller","Standing Female Nude (Nov 1957)","https://collections.ed.ac.uk/art/record/20908?highlight=*:*"
"2577","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53626?highlight=*:*"
"2578","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53695?highlight=*:*"
"2579","William Gillon","Untitled - Portrait of a Reading Woman (Apr 1963)","https://collections.ed.ac.uk/art/record/99478?highlight=*:*"
"2580","James Cumming","Portrait of a Woman (1947)","https://collections.ed.ac.uk/art/record/21363?highlight=*:*"
"2581","James Lennox","Portrait of a Bearded Man (1956)","https://collections.ed.ac.uk/art/record/21192?highlight=*:*"
"2582","Peter G. Collins","Unknown (1957)","https://collections.ed.ac.uk/art/record/50399?highlight=*:*"
"2583","Olivia Cochrane","Portrait of a Woman (1939)","https://collections.ed.ac.uk/art/record/21132?highlight=*:*"
"2584","Leszek Muszynski","Portrait of a Woman (1949)","https://collections.ed.ac.uk/art/record/21076?highlight=*:*"
"2585","Polly A. Lister","Small Portrait of a Woman in Brown","https://collections.ed.ac.uk/art/record/22672?highlight=*:*"
"2586","Carol Handyside","Untitled (1964)","https://collections.ed.ac.uk/art/record/99840?highlight=*:*"
"2587","Faye Banks","Felicity Who Went to Peru (1986)","https://collections.ed.ac.uk/art/record/21897?highlight=*:*"
"2588","Monika L I Uecker","Untitled - Children Playing (1963)","https://collections.ed.ac.uk/art/record/99445?highlight=*:*"
"2589","L Weir","Reclining Male Nude (Feb 1951)","https://collections.ed.ac.uk/art/record/21223?highlight=*:*"
"2590","Zygmunt Bukowski","Male Nude with Staff (verso)","https://collections.ed.ac.uk/art/record/22654?highlight=*:*"
"2591","David Rifat","Seated Female Nude (1958)","https://collections.ed.ac.uk/art/record/20873?highlight=*:*"
"2592","John Johnstone","No 98 (1960)","https://collections.ed.ac.uk/art/record/99256?highlight=*:*"
"2593","Kenneth Dingwall","Portrait of a Woman (1959)","https://collections.ed.ac.uk/art/record/21328?highlight=*:*"
"2594","Emma Gillies","Plate (1924)","https://collections.ed.ac.uk/art/record/53727?highlight=*:*"
"2595","George Roderick Carmichael","Unknown","https://collections.ed.ac.uk/art/record/50566?highlight=*:*"
"2596","David Giblin","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21635?highlight=*:*"
"2597","Alex Sutherland","Reclining Male Nude (1954)","https://collections.ed.ac.uk/art/record/21248?highlight=*:*"
"2598","John P Busby","Portrait of a Seated Woman (1954)","https://collections.ed.ac.uk/art/record/21376?highlight=*:*"
"2599","Ian Hodkinson","Untitled (1954)","https://collections.ed.ac.uk/art/record/111041?highlight=*:*"
"2600","Delia M Surplice","Craigleith Island July '92 (1992)","https://collections.ed.ac.uk/art/record/99415?highlight=*:*"
"2601","Daisy Silver","Minoan Fertility Goddess Figurines (2017)","https://collections.ed.ac.uk/art/record/100015?highlight=*:*"
"2602","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99960?highlight=*:*"
"2603","Unknown","Italian quilting in frame","https://collections.ed.ac.uk/art/record/102666?highlight=*:*"
"2604","Boris Bućan","Tskihrva (Unknown)","https://collections.ed.ac.uk/art/record/22043?highlight=*:*"
"2605","Robin Kukiel","Untitled (2003)","https://collections.ed.ac.uk/art/record/99932?highlight=*:*"
"2606","Anna Millar","Black Bodice (1996)","https://collections.ed.ac.uk/art/record/22612?highlight=*:*"
"2607","James Bowman","Unknown (1950)","https://collections.ed.ac.uk/art/record/50610?highlight=*:*"
"2608","Esther Tacke","Unknown (1994)","https://collections.ed.ac.uk/art/record/21914?highlight=*:*"
"2609","Isobel L Alexander","Isobel L Alexander sampler (1944)","https://collections.ed.ac.uk/art/record/102668?highlight=*:*"
"2610","John Houston","Standing Man with Scythe","https://collections.ed.ac.uk/art/record/21046?highlight=*:*"
"2611","Alastair Clark","Dispersion (1991)","https://collections.ed.ac.uk/art/record/21911?highlight=*:*"
"2612","Pavlov Chailly","Study for picture 'Waking of Brynhildr' (1897)","https://collections.ed.ac.uk/art/record/50470?highlight=*:*"
"2613","Laurence Roche","Untitled (1967)","https://collections.ed.ac.uk/art/record/22480?highlight=*:*"
"2614","Alejandro B. Brasó","Unknown (1957)","https://collections.ed.ac.uk/art/record/50602?highlight=*:*"
"2615","Donald C S Shaw","Bust of Queen Nefertiti (Coloured)","https://collections.ed.ac.uk/art/record/20621?highlight=*:*"
"2616","Adam M Martin","Portrait of a Man (1968)","https://collections.ed.ac.uk/art/record/21403?highlight=*:*"
"2617","Emma Gillies","Unttiled (Unknown)","https://collections.ed.ac.uk/art/record/21830?highlight=*:*"
"2618","Unknown","Jug","https://collections.ed.ac.uk/art/record/53741?highlight=*:*"
"2619","Ann F Ward","Pair of sleeves","https://collections.ed.ac.uk/art/record/102676?highlight=*:*"
"2620","Jennifer Blake","Untitled - Cubist Guitar Player (1963)","https://collections.ed.ac.uk/art/record/99350?highlight=*:*"
"2621",NA,"Legless Graham (Unknown)","https://collections.ed.ac.uk/art/record/21997?highlight=*:*"
"2622","William J. Dungate","Reclining Male Nude (1957)","https://collections.ed.ac.uk/art/record/20964?highlight=*:*"
"2623","Unknown","Broderie Anglais jacket","https://collections.ed.ac.uk/art/record/102664?highlight=*:*"
"2624","Asbjorn Hollerud","Woodland #4 (2007)","https://collections.ed.ac.uk/art/record/99898?highlight=*:*"
"2625","John Thompson","Three Views of a Standing Male Nude with hand on hip (1948)","https://collections.ed.ac.uk/art/record/20845?highlight=*:*"
"2626","Margaret Clyde","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21628?highlight=*:*"
"2627","Ainsley Francis","Distortion 2 (2014)","https://collections.ed.ac.uk/art/record/47453?highlight=*:*"
"2628","Unknown","Couple Near a Window","https://collections.ed.ac.uk/art/record/22597?highlight=*:*"
"2629","Emma Smith","Transposition (Red and Gold) (2014)","https://collections.ed.ac.uk/art/record/47457?highlight=*:*"
"2630","Leonard I. H. Gray","Bust of the Prima Porta Augustus Caesar (Post 1863)","https://collections.ed.ac.uk/art/record/20549?highlight=*:*"
"2631",NA,"Unknown (1952)","https://collections.ed.ac.uk/art/record/53487?highlight=*:*"
"2632","Iona Murray","Untitled - Three Horse Riders (1963)","https://collections.ed.ac.uk/art/record/99403?highlight=*:*"
"2633","Pamela D Moore","Portrait of a Young Man (1951)","https://collections.ed.ac.uk/art/record/21050?highlight=*:*"
"2634","Emma Gillies","Teapot Lid","https://collections.ed.ac.uk/art/record/53745?highlight=*:*"
"2635","Eric Forrest","Unknown (24 Jan 1947)","https://collections.ed.ac.uk/art/record/50588?highlight=*:*"
"2636","Richard Lovell","Unknown (1949)","https://collections.ed.ac.uk/art/record/50488?highlight=*:*"
"2637","R Callender","Study for Mural - Industrial Unrest","https://collections.ed.ac.uk/art/record/21147?highlight=*:*"
"2638","Eden Hawkins","Hairy Veg (2016)","https://collections.ed.ac.uk/art/record/99266?highlight=*:*"
"2639","Laura McPherson","Untitled - Abstract Forest Landscape (1965-1966)","https://collections.ed.ac.uk/art/record/99391?highlight=*:*"
"2640","John Bellany","Standing Woman","https://collections.ed.ac.uk/art/record/20766?highlight=*:*"
"2641","Emma Gillies","Jug","https://collections.ed.ac.uk/art/record/53623?highlight=*:*"
"2642","Samuel John Peploe","Nude in Studio Interior (1896)","https://collections.ed.ac.uk/art/record/20739?highlight=*:*"
"2643","Isobel T Johnstone","Untitled - Drawing of Harbour (1967)","https://collections.ed.ac.uk/art/record/99255?highlight=*:*"
"2644","Jean Selby","Untitled (1966)","https://collections.ed.ac.uk/art/record/22478?highlight=*:*"
"2645","Winsome Douglass","Embroidered panel","https://collections.ed.ac.uk/art/record/113835?highlight=*:*"
"2646","Marjorie Ann","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99907?highlight=*:*"
"2647","Ursula Giles","Portrait (1954)","https://collections.ed.ac.uk/art/record/21207?highlight=*:*"
"2648","Sheila Flinn","Design folio (1961)","https://collections.ed.ac.uk/art/record/102686?highlight=*:*"
"2649","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53707?highlight=*:*"
"2650","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53672?highlight=*:*"
"2651","Emma Gillies","Cow","https://collections.ed.ac.uk/art/record/53757?highlight=*:*"
"2652","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50381?highlight=*:*"
"2653","Emma Gillies","Espresso Cup","https://collections.ed.ac.uk/art/record/53701?highlight=*:*"
"2654","Patrick W. Barclay","Quick Sketch (1950)","https://collections.ed.ac.uk/art/record/50619?highlight=*:*"
"2655","Sara Ogilvie","Untitled (1994)","https://collections.ed.ac.uk/art/record/21961?highlight=*:*"
"2656","James Campbell","Seated Male Nude in High-back Chair (1969)","https://collections.ed.ac.uk/art/record/21270?highlight=*:*"
"2657","A Sinclair","Poirtrait of a Man","https://collections.ed.ac.uk/art/record/21440?highlight=*:*"
"2658","Alistair Hartleby (?)","Graveyard and Church Ruins","https://collections.ed.ac.uk/art/record/21498?highlight=*:*"
"2659","Deborah Eadie","Untitled (1962)","https://collections.ed.ac.uk/art/record/112447?highlight=*:*"
"2660","Edward A. Gage","Unknown (18 May 1948)","https://collections.ed.ac.uk/art/record/50630?highlight=*:*"
"2661","Unknown","Unknown","https://collections.ed.ac.uk/art/record/53541?highlight=*:*"
"2662","Jane Watt","Opuntia Basilaris Engelmann and Bigelow 1957 (1993-1994)","https://collections.ed.ac.uk/art/record/99459?highlight=*:*"
"2663","John O'Neill","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/21154?highlight=*:*"
"2664","Unknown","Hyde Park","https://collections.ed.ac.uk/art/record/50476?highlight=*:*"
"2665","Andrew P. W. Conkie","Unknown (1958)","https://collections.ed.ac.uk/art/record/50525?highlight=*:*"
"2666","Louise Allardyce","Archway","https://collections.ed.ac.uk/art/record/21524?highlight=*:*"
"2667","Leon Francesco Morrocco","Figures and Sunshine (1962)","https://collections.ed.ac.uk/art/record/21400?highlight=*:*"
"2668","Unknown","Untitled (1980)","https://collections.ed.ac.uk/art/record/99824?highlight=*:*"
"2669","Alistair Bell","Untitled - Portrait of a Man (1968)","https://collections.ed.ac.uk/art/record/99378?highlight=*:*"
"2670","Helen G. S Forde","Untitled (1966)","https://collections.ed.ac.uk/art/record/99816?highlight=*:*"
"2671","Maria Garbolewska","Untitled (1947)","https://collections.ed.ac.uk/art/record/21769?highlight=*:*"
"2672","Joanna [Coffin?]","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21940?highlight=*:*"
"2673","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21546?highlight=*:*"
"2674","Michael Jannarelli","Untitled (1968)","https://collections.ed.ac.uk/art/record/22498?highlight=*:*"
"2675","Forde","Untitled (1966)","https://collections.ed.ac.uk/art/record/22476?highlight=*:*"
"2676","Frances Sander","Untitled (1965)","https://collections.ed.ac.uk/art/record/99527?highlight=*:*"
"2677","Westmacott","Seated Goddesses from the Parthenon (east pediment) (Pre 1830)","https://collections.ed.ac.uk/art/record/20630?highlight=*:*"
"2678","Maureen Dawson","Anatomy Test Jeckon H","https://collections.ed.ac.uk/art/record/112351?highlight=*:*"
"2679","John Thompson","Female Nude Adjusting Shoe (1948)","https://collections.ed.ac.uk/art/record/20843?highlight=*:*"
"2680","Unknown","East Frieze of the Parthenon Frieze (1836-1837)","https://collections.ed.ac.uk/art/record/20687?highlight=*:*"
"2681",NA,"Angel with hand raised in blessing","https://collections.ed.ac.uk/art/record/20545?highlight=*:*"
"2682","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53635?highlight=*:*"
"2683","C Pulsford","Abstract","https://collections.ed.ac.uk/art/record/21084?highlight=*:*"
"2684","Unknown","Viennese embroidery in frame (1936)","https://collections.ed.ac.uk/art/record/100010?highlight=*:*"
"2685","Unknown","Georgian waistcoat (1700-1799)","https://collections.ed.ac.uk/art/record/102662?highlight=*:*"
"2686","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53636?highlight=*:*"
"2687","Winsome Douglass","Needlebook","https://collections.ed.ac.uk/art/record/113830?highlight=*:*"
"2688","John Mitchell","Untitled - Abstract Portrait of King (1961)","https://collections.ed.ac.uk/art/record/99366?highlight=*:*"
"2689","Gordon Bryce","Untitled - Figured Drawing of Woman in Early Ninteenth Century Costume (1964-1965)","https://collections.ed.ac.uk/art/record/99328?highlight=*:*"
"2690","Gwyneth M. Leech","Tantallon","https://collections.ed.ac.uk/art/record/21802?highlight=*:*"
"2691","Lesley Crawford","Standing Male Nude (1958)","https://collections.ed.ac.uk/art/record/21109?highlight=*:*"
"2692","Jacqueline A N Stieger","Five Views of a Seated Woman (1956)","https://collections.ed.ac.uk/art/record/20820?highlight=*:*"
"2693","Emma Gillies","Riders from the North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20703?highlight=*:*"
"2694","Allan W. Robson","Saucer","https://collections.ed.ac.uk/art/record/53628?highlight=*:*"
"2695","William O. Little","Untitled (1948)","https://collections.ed.ac.uk/art/record/21744?highlight=*:*"
"2696","Emma Gillies","Untitled - Still Life of Kitchen Table in Red (1963)","https://collections.ed.ac.uk/art/record/99270?highlight=*:*"
"2697","Jessica Gasson","Horse","https://collections.ed.ac.uk/art/record/53756?highlight=*:*"
"2698","Hazel Holmes","Brass moths and bees (2018)","https://collections.ed.ac.uk/art/record/102752?highlight=*:*"
"2699","Robert Rivers","On Beinn na Lice (Unknown)","https://collections.ed.ac.uk/art/record/21943?highlight=*:*"
"2700","Unknown","Untitled (1983)","https://collections.ed.ac.uk/art/record/99808?highlight=*:*"
"2701",NA,"Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21655?highlight=*:*"
"2702","Donald Clark","Unknown (1987)","https://collections.ed.ac.uk/art/record/53603?highlight=*:*"
"2703","Dorothy W. Baillie","Figure with Hanging Clothes (1971)","https://collections.ed.ac.uk/art/record/22553?highlight=*:*"
"2704","Unknown","Standing Male Nude (1952)","https://collections.ed.ac.uk/art/record/21216?highlight=*:*"
"2705","Jodie Pear","Untitled (1988)","https://collections.ed.ac.uk/art/record/21552?highlight=*:*"
"2706","Richard McNeill","Standing Male Nude (1958)","https://collections.ed.ac.uk/art/record/20892?highlight=*:*"
"2707","Marissa Grassie","Untitled (1987)","https://collections.ed.ac.uk/art/record/21941?highlight=*:*"
"2708","Emma Gillies","Jug","https://collections.ed.ac.uk/art/record/53740?highlight=*:*"
"2709","Winsome Douglass","Wall hanging","https://collections.ed.ac.uk/art/record/113837?highlight=*:*"
"2710","Alison E. H. Stuart","Unknown (1949)","https://collections.ed.ac.uk/art/record/50482?highlight=*:*"
"2711","David Rifat","Standing Male Nude (1958)","https://collections.ed.ac.uk/art/record/20874?highlight=*:*"
"2712","Alan Alexander","Portrait of Woman Seated (1958)","https://collections.ed.ac.uk/art/record/21166?highlight=*:*"
"2713","John Houston","Reclining Male Nude (1952)","https://collections.ed.ac.uk/art/record/21353?highlight=*:*"
"2714","Boris Bućan","Roko I Cicibela (1983)","https://collections.ed.ac.uk/art/record/22042?highlight=*:*"
"2715","Emma Gillies","Vase (1920s)","https://collections.ed.ac.uk/art/record/122131?highlight=*:*"
"2716","Isobel T Johnstone","Portrait of a Woman (1966)","https://collections.ed.ac.uk/art/record/21404?highlight=*:*"
"2717","Karol Prentice","Shouting Boys","https://collections.ed.ac.uk/art/record/22573?highlight=*:*"
"2718","Renny J. Tait","Landscape with Bridge and Loch (Circa 1987)","https://collections.ed.ac.uk/art/record/22519?highlight=*:*"
"2719","William Johnstone","Black Sitka (1961)","https://collections.ed.ac.uk/art/record/499?highlight=*:*"
"2720","Glen M. K. Onwin","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21822?highlight=*:*"
"2721","George Roderick Carmichael","Unknown (1952)","https://collections.ed.ac.uk/art/record/50568?highlight=*:*"
"2722","Phoebe Mitchell","Untitled (Purple) (2015)","https://collections.ed.ac.uk/art/record/53778?highlight=*:*"
"2723","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21808?highlight=*:*"
