"","Artists_names","titles","links"
"1475","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21554?highlight=*:*"
"1476","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21548?highlight=*:*"
"1477","Edith Fraser","Still Life with Vase of Fuchsias (1954)","https://collections.ed.ac.uk/art/record/22740?highlight=*:*"
"1478","Cecile E M Johnston","Standing Male Nude (1950)","https://collections.ed.ac.uk/art/record/21026?highlight=*:*"
"1479","Thomas Clapperton","Unknown (1949)","https://collections.ed.ac.uk/art/record/50560?highlight=*:*"
"1480","Lynda Gilland","Pier","https://collections.ed.ac.uk/art/record/21449?highlight=*:*"
"1481","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21707?highlight=*:*"
"1482","Norman E Kirkpatrick","Skeleton (1957)","https://collections.ed.ac.uk/art/record/21023?highlight=*:*"
"1483","Anthony Gross","Goats Feeding (1974)","https://collections.ed.ac.uk/art/record/21748?highlight=*:*"
"1484","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21851?highlight=*:*"
"1485","Joyce M Cumming","Untitled","https://collections.ed.ac.uk/art/record/112356?highlight=*:*"
"1486","Colin Campbell","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20676?highlight=*:*"
"1487","Unknown","House and Garden","https://collections.ed.ac.uk/art/record/21435?highlight=*:*"
"1488","James H Donaldson","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/99915?highlight=*:*"
"1489","Helen Wishart","Unknown","https://collections.ed.ac.uk/art/record/53528?highlight=*:*"
"1490","Mark Osborne","Untitled (1962)","https://collections.ed.ac.uk/art/record/21764?highlight=*:*"
"1491","Unknown","138 (2015)","https://collections.ed.ac.uk/art/record/53773?highlight=*:*"
"1492",NA,"Figures and Shadows","https://collections.ed.ac.uk/art/record/22645?highlight=*:*"
"1493","Margaret Proudfoot","Portrait of a Seated Woman (1954)","https://collections.ed.ac.uk/art/record/21212?highlight=*:*"
"1494","Frances Sander","Unknown (1965)","https://collections.ed.ac.uk/art/record/53595?highlight=*:*"
"1495","Esther W. Hamilton","Untitled (1947)","https://collections.ed.ac.uk/art/record/21731?highlight=*:*"
"1496","D W Durwand","Portrait of a Woman (1958)","https://collections.ed.ac.uk/art/record/20954?highlight=*:*"
"1497","Emma Gillies","Side Plate","https://collections.ed.ac.uk/art/record/53611?highlight=*:*"
"1498","Alistair F. Flattely","Still Life with Fish (1949)","https://collections.ed.ac.uk/art/record/22700?highlight=*:*"
"1499","Zygmunt Bukowski","Victory (07 Jul 1946)","https://collections.ed.ac.uk/art/record/21322?highlight=*:*"
"1500","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21916?highlight=*:*"
"1501","A McIntosh","Rooftops","https://collections.ed.ac.uk/art/record/21465?highlight=*:*"
"1502","R Urgolini (?)","View of Edinburgh (Balmoral Hotel)","https://collections.ed.ac.uk/art/record/21499?highlight=*:*"
"1503","Breda Flanagan","Untitled (1997)","https://collections.ed.ac.uk/art/record/21868?highlight=*:*"
"1504","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/22022?highlight=*:*"
"1505","Emma Gillies","Bearded Goat","https://collections.ed.ac.uk/art/record/53755?highlight=*:*"
"1506","Valerie A. Cockburn (Gage)","Riders from West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20667?highlight=*:*"
"1507","Jane Heggie","West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20675?highlight=*:*"
"1508","William Gillon","Unknown (1950-1951)","https://collections.ed.ac.uk/art/record/50553?highlight=*:*"
"1509","Cecile E. M. Johnstone","Portrait of a Man Seated (1960)","https://collections.ed.ac.uk/art/record/20980?highlight=*:*"
"1510",NA,"Small brown female figure with long wavy hair","https://collections.ed.ac.uk/art/record/20547?highlight=*:*"
"1511",NA,"Portrait of Seated Woman (1965)","https://collections.ed.ac.uk/art/record/21343?highlight=*:*"
"1512",NA,"Portrait of a Boy (1950)","https://collections.ed.ac.uk/art/record/22667?highlight=*:*"
"1513","Denness Morton","Seated Male Nude (1959)","https://collections.ed.ac.uk/art/record/21079?highlight=*:*"
"1514","S J Dooley","Unitled (Unknown)","https://collections.ed.ac.uk/art/record/99909?highlight=*:*"
"1515","Unknown","Ecorche of Houdon","https://collections.ed.ac.uk/art/record/20602?highlight=*:*"
"1516","Unknown","Teacup","https://collections.ed.ac.uk/art/record/53634?highlight=*:*"
"1517","Emma Gillies","Unknown (1958)","https://collections.ed.ac.uk/art/record/50526?highlight=*:*"
"1518","Andrew P. W. Conkie","Interior Scene (1968)","https://collections.ed.ac.uk/art/record/21341?highlight=*:*"
"1519","Ian Paterson","Male Nude at Wash Bowl (recto)","https://collections.ed.ac.uk/art/record/22649?highlight=*:*"
"1520","Unknown","Sedilia from Lincluden Collegiate Church (1912)","https://collections.ed.ac.uk/art/record/20568?highlight=*:*"
"1521","Joseph Cavagnari","Study for Composition (1949)","https://collections.ed.ac.uk/art/record/50477?highlight=*:*"
"1522","Alistair Smart","Untitled (1981-1986)","https://collections.ed.ac.uk/art/record/21860?highlight=*:*"
"1523","Paul John Croft",NA,NA
"1524","Betty M. Ferguson","Portrait of a Woman (1939)","https://collections.ed.ac.uk/art/record/21130?highlight=*:*"
"1525","Edith A. Blight","Full Length Nude Female (1949)","https://collections.ed.ac.uk/art/record/22692?highlight=*:*"
"1526","Claudia Petretti","Portrait of a Man","https://collections.ed.ac.uk/art/record/21441?highlight=*:*"
"1527","James H Donaldson","Portrait of a Woman (1939-1940)","https://collections.ed.ac.uk/art/record/21123?highlight=*:*"
"1528","Diana M. Douglas-Hamilton","Robin (1953)","https://collections.ed.ac.uk/art/record/22741?highlight=*:*"
"1529","Leslie Johns","Unknown (1962)","https://collections.ed.ac.uk/art/record/50479?highlight=*:*"
"1530","Ian Hodkinson","Portrait of a Man in a Suit (1958)","https://collections.ed.ac.uk/art/record/20881?highlight=*:*"
"1531","Norman Nisbet","Portrait of a Young Man (1950)","https://collections.ed.ac.uk/art/record/21074?highlight=*:*"
"1532","Unknown","Putto with a fish","https://collections.ed.ac.uk/art/record/20540?highlight=*:*"
"1533","James N. Hardie","Unknown (1949)","https://collections.ed.ac.uk/art/record/50532?highlight=*:*"
"1534","Hugh Deans","Unknown (1960)","https://collections.ed.ac.uk/art/record/53574?highlight=*:*"
"1535","Alexander S Campbell","Man in Spanish Costume (1955)","https://collections.ed.ac.uk/art/record/21317?highlight=*:*"
"1536","Frea Buckler","Untitled (2007)","https://collections.ed.ac.uk/art/record/99967?highlight=*:*"
"1537","Unknown","Architrave and lintel from Collegiate Church of St Gertrude, Nivelles, Belgium (Anglo-Saxon)","https://collections.ed.ac.uk/art/record/20552?highlight=*:*"
"1538","Pat Calder","Portrait of a Woman in a Hat (1958)","https://collections.ed.ac.uk/art/record/20959?highlight=*:*"
"1539","Anthony J Valentine","Untitled - Abstract Orange, Blue, and Brown Shapes (1963)","https://collections.ed.ac.uk/art/record/99442?highlight=*:*"
"1540","Braso","Standing Male Nude (1957)","https://collections.ed.ac.uk/art/record/21247?highlight=*:*"
"1541","Emma Gillies","Teacup","https://collections.ed.ac.uk/art/record/53654?highlight=*:*"
"1542","Hugh Deans","Unknown (1960)","https://collections.ed.ac.uk/art/record/53570?highlight=*:*"
"1543","Unknown","Modesty vest","https://collections.ed.ac.uk/art/record/102682?highlight=*:*"
"1544","Valerie Anderson","untitled (Unknown)","https://collections.ed.ac.uk/art/record/21890?highlight=*:*"
"1545","Ben Zion","Prophet (1953)","https://collections.ed.ac.uk/art/record/21684?highlight=*:*"
"1546","Norman Shaw","Untitled - Abstract Ocean of Dark Reds and Greens and Blacks (1993)","https://collections.ed.ac.uk/art/record/99463?highlight=*:*"
"1547","John Bellany","Portrait of a Man in a Suit (Mar 1963)","https://collections.ed.ac.uk/art/record/20776?highlight=*:*"
"1548","Alistair Fairweather","Unknown","https://collections.ed.ac.uk/art/record/50424?highlight=*:*"
"1549","Emma Gillies","Bowl","https://collections.ed.ac.uk/art/record/122078?highlight=*:*"
"1550","Dorothy Black","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20668?highlight=*:*"
"1551","Unknown","Twist (1989)","https://collections.ed.ac.uk/art/record/21849?highlight=*:*"
"1552","John Houston","Unknown","https://collections.ed.ac.uk/art/record/50407?highlight=*:*"
"1553",NA,"Reclining Female Nude (1952)","https://collections.ed.ac.uk/art/record/21352?highlight=*:*"
"1554","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53675?highlight=*:*"
"1555","Eduardo Luigi Paolozzi KBE, RA","Portrait of Josephine Baker (1997)","https://collections.ed.ac.uk/art/record/50366?highlight=*:*"
"1556","Joanne Leonie Milne","Untitled - Abstract Blue and Red Shapes (1989)","https://collections.ed.ac.uk/art/record/99387?highlight=*:*"
"1557","Sara Gough","Untitled","https://collections.ed.ac.uk/art/record/112504?highlight=*:*"
"1558","Mabel D. Lawford","Unknown (1948)","https://collections.ed.ac.uk/art/record/50537?highlight=*:*"
"1559","Brandon Logan","Jacopo Nani (2019)","https://collections.ed.ac.uk/art/record/113742?highlight=*:*"
"1560","Cecile E M Johnston","Circus (1950)","https://collections.ed.ac.uk/art/record/21027?highlight=*:*"
"1561","Leon Francesco Morrocco","Student in the Studio","https://collections.ed.ac.uk/art/record/21401?highlight=*:*"
"1562","Carl O Ekevall","Untitled (1962)","https://collections.ed.ac.uk/art/record/99496?highlight=*:*"
"1563","Charlene Anderson","Two Men Standing","https://collections.ed.ac.uk/art/record/21091?highlight=*:*"
"1564","J Hamilton Glass","Unknown","https://collections.ed.ac.uk/art/record/50459?highlight=*:*"
"1565","Zuzana Ullmannová","Cotton Wool Brain (2019)","https://collections.ed.ac.uk/art/record/113744?highlight=*:*"
"1566","Karen Guthrie","Untitled","https://collections.ed.ac.uk/art/record/111044?highlight=*:*"
"1567","Alexander Curtis","The Ideal (1991)","https://collections.ed.ac.uk/art/record/21907?highlight=*:*"
"1568","Robert Bushe","Agricultural Tools","https://collections.ed.ac.uk/art/record/21505?highlight=*:*"
"1569","Ian Baillie","In the Kitchen (1989)","https://collections.ed.ac.uk/art/record/22608?highlight=*:*"
"1570","Lindsay R S Gordon","Untitled (1976)","https://collections.ed.ac.uk/art/record/21599?highlight=*:*"
"1571","Deborah Eadie","Untitled - Abstract Building (1972)","https://collections.ed.ac.uk/art/record/99422?highlight=*:*"
"1572","Scott Lawrie","Untitled (1962)","https://collections.ed.ac.uk/art/record/99495?highlight=*:*"
"1573",NA,"Stairs","https://collections.ed.ac.uk/art/record/21515?highlight=*:*"
"1574","Denness Morton","Four Female Heads (1959)","https://collections.ed.ac.uk/art/record/21078?highlight=*:*"
"1575","Alistair M Park","Seascape from a Boat (1952)","https://collections.ed.ac.uk/art/record/21349?highlight=*:*"
"1576","Lisa Flett","Untitled (2002)","https://collections.ed.ac.uk/art/record/99926?highlight=*:*"
"1577","Hylda M Sutcliffe","Seated Male Nude (1957)","https://collections.ed.ac.uk/art/record/20830?highlight=*:*"
"1578","Kenneth Dingwall","Unknown","https://collections.ed.ac.uk/art/record/50629?highlight=*:*"
"1579","Catherine Fairgrieve","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21721?highlight=*:*"
"1580","Gwendolene H. MacKenzie","Reclining Female Nude (1961)","https://collections.ed.ac.uk/art/record/22718?highlight=*:*"
"1581","Lucy Bowman","Portrait of a Woman","https://collections.ed.ac.uk/art/record/21512?highlight=*:*"
"1582","William J. Dungate","Unknown (1957)","https://collections.ed.ac.uk/art/record/53524?highlight=*:*"
"1583","Eugene Corolan","Life Drawing","https://collections.ed.ac.uk/art/record/99850?highlight=*:*"
"1584","Emma Gillies","Dish","https://collections.ed.ac.uk/art/record/53731?highlight=*:*"
"1585","Thomas M. B. Watt","Grey Still Life (1948)","https://collections.ed.ac.uk/art/record/22653?highlight=*:*"
"1586","Roy McCallum","Seated Male Nude (1953)","https://collections.ed.ac.uk/art/record/20897?highlight=*:*"
"1587","Unknown","Unknown (Circa 1890)","https://collections.ed.ac.uk/art/record/50464?highlight=*:*"
"1588","Patricia M Leighton","Untitled - Portrait of a Woman in a Hat (1974)","https://collections.ed.ac.uk/art/record/99473?highlight=*:*"
"1589","Thomas T Robertson","Seated Male Nude (1960)","https://collections.ed.ac.uk/art/record/20807?highlight=*:*"
"1590","Robert L Snowden","Untitled (1960)","https://collections.ed.ac.uk/art/record/21538?highlight=*:*"
"1591","Unknown","Curtain (1961)","https://collections.ed.ac.uk/art/record/100008?highlight=*:*"
"1592","Peter McGinn","Four Portraits of a Bearded Man (1955)","https://collections.ed.ac.uk/art/record/21088?highlight=*:*"
"1593","Valerie A. Cockburn (Gage)","Unknown (1950)","https://collections.ed.ac.uk/art/record/50552?highlight=*:*"
"1594","Jean I. Beattie","Unknown (1960)","https://collections.ed.ac.uk/art/record/50615?highlight=*:*"
"1595","James P W Syme","Portrait of a Young Man (1951)","https://collections.ed.ac.uk/art/record/21240?highlight=*:*"
"1596","Alastair Burns","Untitled - Abstract Bridge and Ballons (1968)","https://collections.ed.ac.uk/art/record/99474?highlight=*:*"
"1597","David Douglas","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21641?highlight=*:*"
"1598","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21991?highlight=*:*"
"1599","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53717?highlight=*:*"
"1600","David C Duke","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21987?highlight=*:*"
"1601","Hilary A. Fisher","After the Fall of Snow (1986)","https://collections.ed.ac.uk/art/record/21705?highlight=*:*"
"1602","Rosemary Matheson","Standing Female Nude (1969)","https://collections.ed.ac.uk/art/record/21098?highlight=*:*"
"1603","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21861?highlight=*:*"
"1604","Unknown","Dorothy Allsop sampler (1936)","https://collections.ed.ac.uk/art/record/102697?highlight=*:*"
"1605","Unknown","Pattern darned sample","https://collections.ed.ac.uk/art/record/102690?highlight=*:*"
"1606","Leon Francesco Morrocco","Nude Male and Horse (Circa 1963)","https://collections.ed.ac.uk/art/record/21399?highlight=*:*"
"1607","Ann F Ward","Untitled - Paris cityscape with Two Cranes (1963)","https://collections.ed.ac.uk/art/record/99343?highlight=*:*"
"1608","Elizabeth Blackadder","Portrait of a Man (1954)","https://collections.ed.ac.uk/art/record/21405?highlight=*:*"
"1609","Unknown","Arizona (Unknown)","https://collections.ed.ac.uk/art/record/21813?highlight=*:*"
"1610","Jean M. Marshall","Untitled - Horses and Riders (1963)","https://collections.ed.ac.uk/art/record/99363?highlight=*:*"
"1611","John Johnstone","No 98 (1960)","https://collections.ed.ac.uk/art/record/99207?highlight=*:*"
"1612","Gordon W. Boyd","Composition (1987)","https://collections.ed.ac.uk/art/record/22564?highlight=*:*"
"1613","John W. Corner","Commercial Street, Leith (1950)","https://collections.ed.ac.uk/art/record/21828?highlight=*:*"
"1614","Adam Robson","Reclining Male Nude (25 Nov 1949)","https://collections.ed.ac.uk/art/record/20811?highlight=*:*"
"1615","Tadas Gindrenas","Momen (2005)","https://collections.ed.ac.uk/art/record/99901?highlight=*:*"
"1616","B Clapperton","Portrait of a Man (1959)","https://collections.ed.ac.uk/art/record/20909?highlight=*:*"
"1617","Robin E. Bownass","Unknown (1960)","https://collections.ed.ac.uk/art/record/50605?highlight=*:*"
"1618","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53633?highlight=*:*"
"1619","V Timmins","Portrait of a Woman","https://collections.ed.ac.uk/art/record/21442?highlight=*:*"
"1620","Alistair T Hamilton","Untitled (1966)","https://collections.ed.ac.uk/art/record/99843?highlight=*:*"
"1621","Ruth Stiven","Untitled (1976)","https://collections.ed.ac.uk/art/record/99492?highlight=*:*"
"1622","Iain West","Landscape (1953)","https://collections.ed.ac.uk/art/record/20851?highlight=*:*"
"1623",NA,"Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20722?highlight=*:*"
"1624","Sam Rae","Untitled (1967)","https://collections.ed.ac.uk/art/record/21756?highlight=*:*"
"1625","Maria Hadam","Step 2 (2013)","https://collections.ed.ac.uk/art/record/21307?highlight=*:*"
"1626","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21793?highlight=*:*"
"1627","Unknown","Gem cabinet 4 (of 6) containing 43 medallions","https://collections.ed.ac.uk/art/record/20618?highlight=*:*"
"1628","William Hillary","Portrait of a Young Woman (1960)","https://collections.ed.ac.uk/art/record/20984?highlight=*:*"
"1629","Sarti","Acteon (1838)","https://collections.ed.ac.uk/art/record/20582?highlight=*:*"
"1630","Unknown","Riders from the West Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20672?highlight=*:*"
"1631","Emma Gillies","Unknown","https://collections.ed.ac.uk/art/record/53511?highlight=*:*"
"1632","Marjorie Wallace","Teacup","https://collections.ed.ac.uk/art/record/53648?highlight=*:*"
"1633",NA,"Self Portrait (1947)","https://collections.ed.ac.uk/art/record/50441?highlight=*:*"
"1634","Kasey Hou","The Repairable Flatpack Toaster (2017)","https://collections.ed.ac.uk/art/record/100020?highlight=*:*"
"1635","Unknown","Unknown","https://collections.ed.ac.uk/art/record/50384?highlight=*:*"
"1636","Emma Gillies","Plate","https://collections.ed.ac.uk/art/record/53669?highlight=*:*"
"1637","Lynne Coyle","View of a House","https://collections.ed.ac.uk/art/record/21493?highlight=*:*"
"1638","Ian J. D. Short","Still Life Fish (1953)","https://collections.ed.ac.uk/art/record/22681?highlight=*:*"
"1639","Henry Rodgers","Untitled (1987)","https://collections.ed.ac.uk/art/record/99799?highlight=*:*"
"1640","Unknown","Untitled","https://collections.ed.ac.uk/art/record/102728?highlight=*:*"
"1641","Emma Gillies","Side Plate","https://collections.ed.ac.uk/art/record/53618?highlight=*:*"
"1642","Unknown","Funerary Statue of Marcellus, nephew of Augustus","https://collections.ed.ac.uk/art/record/20587?highlight=*:*"
"1643","Maureen Purcell","Unknown (1968)","https://collections.ed.ac.uk/art/record/53588?highlight=*:*"
"1644","Emma Gillies","Horses from North Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20716?highlight=*:*"
"1645","Hannah Jasper","Plate","https://collections.ed.ac.uk/art/record/53719?highlight=*:*"
"1646","W C G Thomson","That's a Novel Concept (2007)","https://collections.ed.ac.uk/art/record/99970?highlight=*:*"
"1647","Lindy Richardson","Unknown (1943)","https://collections.ed.ac.uk/art/record/50451?highlight=*:*"
"1648","Lindy Richardson","Processions Banner (2018)","https://collections.ed.ac.uk/art/record/102750?highlight=*:*"
"1649","Olivia McKay","Couplings, Paper bags (2017)","https://collections.ed.ac.uk/art/record/102737?highlight=*:*"
"1650","Ann Morgan","Horses of Helios from East Pediment","https://collections.ed.ac.uk/art/record/20635?highlight=*:*"
"1651","Daniela Lara Espinoza","Untitled - Semi-Nude Woman Combing Her Hair (1961-1962)","https://collections.ed.ac.uk/art/record/99353?highlight=*:*"
"1652","Alison Wibmer","Inner Landscape (2006)","https://collections.ed.ac.uk/art/record/99990?highlight=*:*"
"1653","Hazel Steven","Untitled","https://collections.ed.ac.uk/art/record/102729?highlight=*:*"
"1654","Katie Forrest-Smith",NA,NA
"1655","Claire Pattison",NA,NA
"1656","Anne-Marie Scott",NA,NA
"1657","Shirley McLauchlan",NA,NA
"1658","Collette Paterson",NA,NA
"1659","Emily Ford Halliday",NA,NA
"1660","Dr Cath Kaey",NA,NA
"1661","Dr Francesca Baseby",NA,NA
"1662","Rachel Simmonds",NA,NA
"1663","Hannah Scott",NA,NA
"1664","Deepthi De Silva-Williams",NA,NA
"1665","Olivia Laumenech",NA,NA
"1666","Dr Lizzie Swarbrick",NA,NA
"1667","Nikkita Morgan",NA,NA
"1668","Dr Jenny Nex",NA,NA
"1669","Stephanie Hay",NA,NA
"1670","Fiona Moon",NA,NA
"1671","Dr Mike Anusas",NA,NA
"1672","Melissa Highton",NA,NA
"1673","Sharon Pringle",NA,NA
"1674","Tessa Lynch",NA,NA
"1675","Ann F Ward",NA,NA
"1676","Thipel",NA,NA
"1677","Unknown",NA,NA
"1678","Jack Handscombe","Finial (2018)","https://collections.ed.ac.uk/art/record/102754?highlight=*:*"
"1679","R. Euman","Untitled","https://collections.ed.ac.uk/art/record/112502?highlight=*:*"
"1680","David McClure","View of a Fair (1949)","https://collections.ed.ac.uk/art/record/21333?highlight=*:*"
"1681","David Ewans","Portrait of a Woman (1954)","https://collections.ed.ac.uk/art/record/21215?highlight=*:*"
"1682","Roy M. W. Cameron","Untitled","https://collections.ed.ac.uk/art/record/112348?highlight=*:*"
"1683","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21565?highlight=*:*"
"1684","John C Mark Jones","Untitled - Bearded Man at the Table (20 Oct 1962)","https://collections.ed.ac.uk/art/record/99258?highlight=*:*"
"1685","Maureen Marshall","Two Boxes on Pink (Circa 1968)","https://collections.ed.ac.uk/art/record/22563?highlight=*:*"
"1686","Emma Gillies","Serving Plate","https://collections.ed.ac.uk/art/record/53619?highlight=*:*"
"1687","Alastair Fairweather","Sean Connery as a Life Model (1952)","https://collections.ed.ac.uk/art/record/22598?highlight=*:*"
"1688","Unknown","Untitled (Unknown)","https://collections.ed.ac.uk/art/record/21569?highlight=*:*"
"1689","L. Allan","Untitled (1963)","https://collections.ed.ac.uk/art/record/22012?highlight=*:*"
"1690","Margaret Proudfoot","Standing Male Nude (21 May 1954)","https://collections.ed.ac.uk/art/record/21251?highlight=*:*"
"1691","Alfred Hackney","Copper Engraving (1949)","https://collections.ed.ac.uk/art/record/21826?highlight=*:*"
"1692","Madelene R Galloway","Untitled (1963)","https://collections.ed.ac.uk/art/record/99821?highlight=*:*"
"1693","John Mooney","Sixteen Boxes","https://collections.ed.ac.uk/art/record/21804?highlight=*:*"
"1694","Susan Alexander","Tangled Leaves","https://collections.ed.ac.uk/art/record/50401?highlight=*:*"
"1695","Richard McNeill","Portrait of a Man in Spectacles (1958)","https://collections.ed.ac.uk/art/record/20891?highlight=*:*"
"1696","Lindsay Moran","Abstract Still Life (Circa 1975)","https://collections.ed.ac.uk/art/record/20761?highlight=*:*"
"1697","Marion M Cooper","Landscape (Circa 1950)","https://collections.ed.ac.uk/art/record/21389?highlight=*:*"
"1698","Gordon Mitchell","Reverse Reserve (1975)","https://collections.ed.ac.uk/art/record/22522?highlight=*:*"
"1699","Unknown","Men’s smock (19th Century)","https://collections.ed.ac.uk/art/record/100012?highlight=*:*"
"1700","Unknown","Green Square Abstract","https://collections.ed.ac.uk/art/record/22625?highlight=*:*"
"1701","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53666?highlight=*:*"
"1702","Unknown","Angel with Candelabrum (facing right)","https://collections.ed.ac.uk/art/record/20542?highlight=*:*"
"1703","Duncan Currie","Unknown","https://collections.ed.ac.uk/art/record/50389?highlight=*:*"
"1704","Unknown","A Head (Unknown)","https://collections.ed.ac.uk/art/record/21561?highlight=*:*"
"1705","Edith Duke","Unknown","https://collections.ed.ac.uk/art/record/53525?highlight=*:*"
"1706","Leslie Drummond","Seated Female Nude (1954)","https://collections.ed.ac.uk/art/record/21259?highlight=*:*"
"1707","Lin Hunter","Untitled (1972)","https://collections.ed.ac.uk/art/record/21834?highlight=*:*"
"1708","William G.H. Fulton","Riders from South Frieze of the Parthenon (1836-1837)","https://collections.ed.ac.uk/art/record/20727?highlight=*:*"
"1709","Joyce M Cumming","Untitled (1967)","https://collections.ed.ac.uk/art/record/99820?highlight=*:*"
"1710","Allan Sutherland","Portrait of Andrew Gorrie (1964)","https://collections.ed.ac.uk/art/record/21347?highlight=*:*"
"1711","Ailsa Robertson","Standing Male Nude (1953)","https://collections.ed.ac.uk/art/record/20979?highlight=*:*"
"1712","Robert S. Crozier","Portrait of Woman with Hand on her Head (1950)","https://collections.ed.ac.uk/art/record/20803?highlight=*:*"
"1713","Unknown","Untitled (1962)","https://collections.ed.ac.uk/art/record/112311?highlight=*:*"
"1714","Unknown","Replica cast (brown) of Partheon slab PF045 US09","https://collections.ed.ac.uk/art/record/20658?highlight=*:*"
"1715","Anthony Benjamin","Untitled (1980)","https://collections.ed.ac.uk/art/record/99823?highlight=*:*"
"1716","Claire E. Banks","1. Meccarama (Unknown)","https://collections.ed.ac.uk/art/record/21667?highlight=*:*"
"1717",NA,"Untitled (1989)","https://collections.ed.ac.uk/art/record/22555?highlight=*:*"
"1718","David McClure","John Stone (1950)","https://collections.ed.ac.uk/art/record/22666?highlight=*:*"
"1719","Jodie Pear","Untitled (1988)","https://collections.ed.ac.uk/art/record/21935?highlight=*:*"
"1720","Unknown","Untitled","https://collections.ed.ac.uk/art/record/99860?highlight=*:*"
"1721","Jean B. M. Lothian","Sitting Nude Woman (1967)","https://collections.ed.ac.uk/art/record/22626?highlight=*:*"
"1722","Alistair J. Magee","Abstract with White Paper Strips","https://collections.ed.ac.uk/art/record/22540?highlight=*:*"
"1723","J Gorman","Portrait of a Man (1956)","https://collections.ed.ac.uk/art/record/21181?highlight=*:*"
"1724","William Pink","Smugglerius (1854)","https://collections.ed.ac.uk/art/record/20600?highlight=*:*"
"1725","Agostini Carlini RA","Lid","https://collections.ed.ac.uk/art/record/122075?highlight=*:*"
"1726","Emma Gillies","Untitled","https://collections.ed.ac.uk/art/record/21458?highlight=*:*"
"1727","Bill Breckervidge","Plakati Hrvatskog Narodnog Kazališta Split (1984)","https://collections.ed.ac.uk/art/record/22036?highlight=*:*"
"1728","Boris Bućan",NA,NA
"1729","Timothy Morrison","9 European Cafes: no 5: La Couple (Circa 1977)","https://collections.ed.ac.uk/art/record/22618?highlight=*:*"
"1730","James Goodall","Untitled (1964)","https://collections.ed.ac.uk/art/record/99847?highlight=*:*"
"1731","Tomoko Kawanaka","Food Print (2006)","https://collections.ed.ac.uk/art/record/99862?highlight=*:*"
"1732","Jacqueline A N Stieger","Drawing of a Seated Woman (1956-1959)","https://collections.ed.ac.uk/art/record/20819?highlight=*:*"
"1733","Emma Gillies","Saucer","https://collections.ed.ac.uk/art/record/53659?highlight=*:*"
"1734","Stuart T. MacKenzie","Unknown","https://collections.ed.ac.uk/art/record/53561?highlight=*:*"
"1735","Frances Ryan","Pyreneen Vogel (2002)","https://collections.ed.ac.uk/art/record/21806?highlight=*:*"
"1736","Hillary Lewis","Seated Female Nude (1957)","https://collections.ed.ac.uk/art/record/21160?highlight=*:*"
"1737","James C. Y. Gavin","Unknown (20 Feb 1956)","https://collections.ed.ac.uk/art/record/53494?highlight=*:*"
"1738","Alfons Bytautas","Winter Fence (1977)","https://collections.ed.ac.uk/art/record/21549?highlight=*:*"
"1739","David Hosie","untitled (1984)","https://collections.ed.ac.uk/art/record/112340?highlight=*:*"
"1740","Unknown","Unknown (Unknown)","https://collections.ed.ac.uk/art/record/21866?highlight=*:*"
"1741","L Henniker","Four Abstract Panels","https://collections.ed.ac.uk/art/record/21460?highlight=*:*"
"1742","Alexander F Mitchell","Sleeping Female Nude (1950)","https://collections.ed.ac.uk/art/record/21057?highlight=*:*"
"1743","Robert M E Callender","The Beach, Summer Composition (1958)","https://collections.ed.ac.uk/art/record/22590?highlight=*:*"
"1744","John D Cowan","Portrait of a Young Man (Circa 1950)","https://collections.ed.ac.uk/art/record/21336?highlight=*:*"
"1745","Aisling Ward","Performing Labour in an Industrial Setting II (2020)","https://collections.ed.ac.uk/art/record/113776?highlight=*:*"
"1746","Oliver Harris","Untitled (1967)","https://collections.ed.ac.uk/art/record/22475?highlight=*:*"
"1747","Rosemary Seaton","Portrait of a Woman (1950)","https://collections.ed.ac.uk/art/record/21368?highlight=*:*"
